"","STUDY_NUM","month","year","event","cnt","TA_DESC","PHASE","LAST_SUBJECT_SCREENED_DATE","ASCENT_Study"
"24609","3101-306-002","Apr",2023,"CRA",6,"Neuroscience","Phase 3","2023-04-17","Non-ASCENT"
"24610","3101-306-002","Apr",2023,"CRA",6,"Neuroscience","Phase 3","2023-04-17 00:00:00","Non-ASCENT"
"24611","3101-306-002","Apr",2023,"MSL",NA,"Neuroscience","Phase 3","2023-04-17","Non-ASCENT"
"24612","3101-306-002","Apr",2023,"MSL",NA,"Neuroscience","Phase 3","2023-04-17 00:00:00","Non-ASCENT"
"24613","3101-312-002","Jan",2023,"screens",NA,"Neuroscience","Phase 3","2022-07-19","Non-ASCENT"
"24614","3101-312-002","Jan",2023,"screens",NA,"Neuroscience","Phase 3","2022-07-19 00:00:00","Non-ASCENT"
"24615","3101-312-002","Jan",2023,"CRA",1,"Neuroscience","Phase 3","2022-07-19","Non-ASCENT"
"24616","3101-312-002","Jan",2023,"CRA",1,"Neuroscience","Phase 3","2022-07-19 00:00:00","Non-ASCENT"
"24617","3101-312-002","Jan",2023,"MSL",NA,"Neuroscience","Phase 3","2022-07-19","Non-ASCENT"
"24618","3101-312-002","Jan",2023,"MSL",NA,"Neuroscience","Phase 3","2022-07-19 00:00:00","Non-ASCENT"
"24619","3101-312-002","Feb",2023,"screens",NA,"Neuroscience","Phase 3","2022-07-19","Non-ASCENT"
"24620","3101-312-002","Feb",2023,"screens",NA,"Neuroscience","Phase 3","2022-07-19 00:00:00","Non-ASCENT"
"24621","3101-312-002","Feb",2023,"CRA",2,"Neuroscience","Phase 3","2022-07-19","Non-ASCENT"
"24622","3101-312-002","Feb",2023,"CRA",2,"Neuroscience","Phase 3","2022-07-19 00:00:00","Non-ASCENT"
"24623","3101-312-002","Feb",2023,"MSL",NA,"Neuroscience","Phase 3","2022-07-19","Non-ASCENT"
"24624","3101-312-002","Feb",2023,"MSL",NA,"Neuroscience","Phase 3","2022-07-19 00:00:00","Non-ASCENT"
"24625","3101-312-002","Mar",2023,"screens",NA,"Neuroscience","Phase 3","2022-07-19","Non-ASCENT"
"24626","3101-312-002","Mar",2023,"screens",NA,"Neuroscience","Phase 3","2022-07-19 00:00:00","Non-ASCENT"
"24627","3101-312-002","Mar",2023,"CRA",2,"Neuroscience","Phase 3","2022-07-19","Non-ASCENT"
"24628","3101-312-002","Mar",2023,"CRA",2,"Neuroscience","Phase 3","2022-07-19 00:00:00","Non-ASCENT"
"24629","3101-312-002","Mar",2023,"MSL",NA,"Neuroscience","Phase 3","2022-07-19","Non-ASCENT"
"24630","3101-312-002","Mar",2023,"MSL",NA,"Neuroscience","Phase 3","2022-07-19 00:00:00","Non-ASCENT"
"24631","3101-312-002","Nov",2022,"screens",NA,"Neuroscience","Phase 3","2022-07-19","Non-ASCENT"
"24632","3101-312-002","Nov",2022,"screens",NA,"Neuroscience","Phase 3","2022-07-19 00:00:00","Non-ASCENT"
"24633","3101-312-002","Nov",2022,"CRA",2,"Neuroscience","Phase 3","2022-07-19","Non-ASCENT"
"24634","3101-312-002","Nov",2022,"CRA",2,"Neuroscience","Phase 3","2022-07-19 00:00:00","Non-ASCENT"
"24635","3101-312-002","Nov",2022,"MSL",NA,"Neuroscience","Phase 3","2022-07-19","Non-ASCENT"
"24636","3101-312-002","Nov",2022,"MSL",NA,"Neuroscience","Phase 3","2022-07-19 00:00:00","Non-ASCENT"
"24637","LIN-MD-64","Jan",2023,"screens",NA,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24638","LIN-MD-64","Jan",2023,"screens",NA,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24639","LIN-MD-64","Jan",2023,"CRA",3,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24640","LIN-MD-64","Jan",2023,"CRA",3,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24641","LIN-MD-64","Jan",2023,"MSL",NA,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24642","LIN-MD-64","Jan",2023,"MSL",NA,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24643","LIN-MD-64","May",2023,"screens",NA,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24644","LIN-MD-64","May",2023,"screens",NA,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24645","LIN-MD-64","May",2023,"CRA",4,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24646","LIN-MD-64","May",2023,"CRA",4,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24647","LIN-MD-64","May",2023,"MSL",NA,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24648","LIN-MD-64","May",2023,"MSL",NA,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24649","LIN-MD-64","Jul",2023,"screens",NA,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24650","LIN-MD-64","Jul",2023,"screens",NA,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24651","LIN-MD-64","Jul",2023,"CRA",2,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24652","LIN-MD-64","Jul",2023,"CRA",2,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24653","LIN-MD-64","Jul",2023,"MSL",NA,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24654","LIN-MD-64","Jul",2023,"MSL",NA,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24655","LIN-MD-64","Aug",2023,"screens",NA,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24656","LIN-MD-64","Aug",2023,"screens",NA,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24657","LIN-MD-64","Aug",2023,"CRA",12,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24658","LIN-MD-64","Aug",2023,"CRA",12,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24659","LIN-MD-64","Aug",2023,"MSL",NA,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24660","LIN-MD-64","Aug",2023,"MSL",NA,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24661","LIN-MD-64","Sep",2023,"screens",NA,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24662","LIN-MD-64","Sep",2023,"screens",NA,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24663","LIN-MD-64","Sep",2023,"CRA",24,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24664","LIN-MD-64","Sep",2023,"CRA",24,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24665","LIN-MD-64","Sep",2023,"MSL",NA,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24666","LIN-MD-64","Sep",2023,"MSL",NA,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24667","LIN-MD-64","Oct",2022,"screens",NA,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24668","LIN-MD-64","Oct",2022,"screens",NA,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24669","LIN-MD-64","Oct",2022,"CRA",1,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24670","LIN-MD-64","Oct",2022,"CRA",1,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24671","LIN-MD-64","Oct",2022,"MSL",NA,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24672","LIN-MD-64","Oct",2022,"MSL",NA,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24673","LIN-MD-64","Oct",2023,"screens",NA,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24674","LIN-MD-64","Oct",2023,"screens",NA,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24675","LIN-MD-64","Oct",2023,"CRA",10,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24676","LIN-MD-64","Oct",2023,"CRA",10,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24677","LIN-MD-64","Oct",2023,"MSL",NA,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24678","LIN-MD-64","Oct",2023,"MSL",NA,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24679","LIN-MD-64","Nov",2022,"screens",NA,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24680","LIN-MD-64","Nov",2022,"screens",NA,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24681","LIN-MD-64","Nov",2022,"CRA",1,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24682","LIN-MD-64","Nov",2022,"CRA",1,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24683","LIN-MD-64","Nov",2022,"MSL",NA,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24684","LIN-MD-64","Nov",2022,"MSL",NA,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24685","LIN-MD-64","Nov",2023,"screens",NA,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24686","LIN-MD-64","Nov",2023,"screens",NA,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24687","LIN-MD-64","Nov",2023,"CRA",4,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24688","LIN-MD-64","Nov",2023,"CRA",4,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24689","LIN-MD-64","Nov",2023,"MSL",NA,"Specialty","Phase 3","2024-04-26","Non-ASCENT"
"24690","LIN-MD-64","Nov",2023,"MSL",NA,"Specialty","Phase 3","2024-04-26 00:00:00","Non-ASCENT"
"24691","LIN-MD-66","May",2023,"screens",NA,"Specialty","Phase 3","2024-09-20","Non-ASCENT"
"24692","LIN-MD-66","May",2023,"screens",NA,"Specialty","Phase 3","2024-09-20 00:00:00","Non-ASCENT"
"24693","LIN-MD-66","May",2023,"CRA",2,"Specialty","Phase 3","2024-09-20","Non-ASCENT"
"24694","LIN-MD-66","May",2023,"CRA",2,"Specialty","Phase 3","2024-09-20 00:00:00","Non-ASCENT"
"24695","LIN-MD-66","May",2023,"MSL",NA,"Specialty","Phase 3","2024-09-20","Non-ASCENT"
"24696","LIN-MD-66","May",2023,"MSL",NA,"Specialty","Phase 3","2024-09-20 00:00:00","Non-ASCENT"
"24697","LIN-MD-66","Sep",2023,"screens",NA,"Specialty","Phase 3","2024-09-20","Non-ASCENT"
"24698","LIN-MD-66","Sep",2023,"screens",NA,"Specialty","Phase 3","2024-09-20 00:00:00","Non-ASCENT"
"24699","LIN-MD-66","Sep",2023,"CRA",2,"Specialty","Phase 3","2024-09-20","Non-ASCENT"
"24700","LIN-MD-66","Sep",2023,"CRA",2,"Specialty","Phase 3","2024-09-20 00:00:00","Non-ASCENT"
"24701","LIN-MD-66","Sep",2023,"MSL",NA,"Specialty","Phase 3","2024-09-20","Non-ASCENT"
"24702","LIN-MD-66","Sep",2023,"MSL",NA,"Specialty","Phase 3","2024-09-20 00:00:00","Non-ASCENT"
"24703","M11-617","Jan",2023,"screens",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24704","M11-617","Jan",2023,"screens",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24705","M11-617","Jan",2023,"CRA",6,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24706","M11-617","Jan",2023,"CRA",6,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24707","M11-617","Jan",2023,"MSL",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24708","M11-617","Jan",2023,"MSL",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24709","M11-617","Feb",2023,"screens",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24710","M11-617","Feb",2023,"screens",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24711","M11-617","Feb",2023,"CRA",5,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24712","M11-617","Feb",2023,"CRA",5,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24713","M11-617","Feb",2023,"MSL",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24714","M11-617","Feb",2023,"MSL",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24715","M11-617","Mar",2023,"screens",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24716","M11-617","Mar",2023,"screens",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24717","M11-617","Mar",2023,"CRA",6,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24718","M11-617","Mar",2023,"CRA",6,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24719","M11-617","Mar",2023,"MSL",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24720","M11-617","Mar",2023,"MSL",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24721","M11-617","Apr",2023,"screens",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24722","M11-617","Apr",2023,"screens",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24723","M11-617","Apr",2023,"CRA",4,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24724","M11-617","Apr",2023,"CRA",4,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24725","M11-617","Apr",2023,"MSL",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24726","M11-617","Apr",2023,"MSL",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24727","M11-617","May",2023,"screens",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24728","M11-617","May",2023,"screens",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24729","M11-617","May",2023,"CRA",3,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24730","M11-617","May",2023,"CRA",3,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24731","M11-617","May",2023,"MSL",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24732","M11-617","May",2023,"MSL",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24733","M11-617","Jun",2023,"screens",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24734","M11-617","Jun",2023,"screens",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24735","M11-617","Jun",2023,"CRA",4,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24736","M11-617","Jun",2023,"CRA",4,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24737","M11-617","Jun",2023,"MSL",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24738","M11-617","Jun",2023,"MSL",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24739","M11-617","Jul",2023,"screens",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24740","M11-617","Jul",2023,"screens",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24741","M11-617","Jul",2023,"CRA",2,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24742","M11-617","Jul",2023,"CRA",2,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24743","M11-617","Jul",2023,"MSL",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24744","M11-617","Jul",2023,"MSL",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24745","M11-617","Aug",2023,"screens",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24746","M11-617","Aug",2023,"screens",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24747","M11-617","Aug",2023,"CRA",4,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24748","M11-617","Aug",2023,"CRA",4,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24749","M11-617","Aug",2023,"MSL",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24750","M11-617","Aug",2023,"MSL",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24751","M11-617","Sep",2022,"screens",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24752","M11-617","Sep",2022,"screens",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24753","M11-617","Sep",2022,"CRA",3,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24754","M11-617","Sep",2022,"CRA",3,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24755","M11-617","Sep",2022,"MSL",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24756","M11-617","Sep",2022,"MSL",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24757","M11-617","Oct",2022,"screens",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24758","M11-617","Oct",2022,"screens",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24759","M11-617","Oct",2022,"CRA",4,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24760","M11-617","Oct",2022,"CRA",4,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24761","M11-617","Oct",2022,"MSL",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24762","M11-617","Oct",2022,"MSL",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24763","M11-617","Oct",2023,"screens",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24764","M11-617","Oct",2023,"screens",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24765","M11-617","Oct",2023,"CRA",6,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24766","M11-617","Oct",2023,"CRA",6,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24767","M11-617","Oct",2023,"MSL",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24768","M11-617","Oct",2023,"MSL",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24769","M11-617","Nov",2022,"screens",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24770","M11-617","Nov",2022,"screens",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24771","M11-617","Nov",2022,"CRA",6,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24772","M11-617","Nov",2022,"CRA",6,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24773","M11-617","Nov",2022,"MSL",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24774","M11-617","Nov",2022,"MSL",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24775","M11-617","Nov",2023,"screens",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24776","M11-617","Nov",2023,"screens",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24777","M11-617","Nov",2023,"CRA",3,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24778","M11-617","Nov",2023,"CRA",3,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24779","M11-617","Nov",2023,"MSL",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24780","M11-617","Nov",2023,"MSL",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24781","M11-617","Dec",2022,"screens",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24782","M11-617","Dec",2022,"screens",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24783","M11-617","Dec",2022,"CRA",2,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24784","M11-617","Dec",2022,"CRA",2,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24785","M11-617","Dec",2022,"MSL",NA,"Specialty","Phase 3","2029-01-24","Non-ASCENT"
"24786","M11-617","Dec",2022,"MSL",NA,"Specialty","Phase 3","2029-01-24 00:00:00","Non-ASCENT"
"24787","M14-658","Oct",2023,"screens",NA,"Immunology","Phase 3","2027-07-29","Non-ASCENT"
"24788","M14-658","Oct",2023,"screens",NA,"Immunology","Phase 3","2027-07-29 00:00:00","Non-ASCENT"
"24789","M14-658","Oct",2023,"CRA",3,"Immunology","Phase 3","2027-07-29","Non-ASCENT"
"24790","M14-658","Oct",2023,"CRA",3,"Immunology","Phase 3","2027-07-29 00:00:00","Non-ASCENT"
"24791","M14-658","Oct",2023,"MSL",NA,"Immunology","Phase 3","2027-07-29","Non-ASCENT"
"24792","M14-658","Oct",2023,"MSL",NA,"Immunology","Phase 3","2027-07-29 00:00:00","Non-ASCENT"
"24793","M14-682","Aug",2023,"screens",NA,"Immunology","Phase 3","2026-04-28","Non-ASCENT"
"24794","M14-682","Aug",2023,"screens",NA,"Immunology","Phase 3","2026-04-28 00:00:00","Non-ASCENT"
"24795","M14-682","Aug",2023,"CRA",2,"Immunology","Phase 3","2026-04-28","Non-ASCENT"
"24796","M14-682","Aug",2023,"CRA",2,"Immunology","Phase 3","2026-04-28 00:00:00","Non-ASCENT"
"24797","M14-682","Aug",2023,"MSL",NA,"Immunology","Phase 3","2026-04-28","Non-ASCENT"
"24798","M14-682","Aug",2023,"MSL",NA,"Immunology","Phase 3","2026-04-28 00:00:00","Non-ASCENT"
"24799","M14-682","Sep",2023,"screens",NA,"Immunology","Phase 3","2026-04-28","Non-ASCENT"
"24800","M14-682","Sep",2023,"screens",NA,"Immunology","Phase 3","2026-04-28 00:00:00","Non-ASCENT"
"24801","M14-682","Sep",2023,"CRA",1,"Immunology","Phase 3","2026-04-28","Non-ASCENT"
"24802","M14-682","Sep",2023,"CRA",1,"Immunology","Phase 3","2026-04-28 00:00:00","Non-ASCENT"
"24803","M14-682","Sep",2023,"MSL",NA,"Immunology","Phase 3","2026-04-28","Non-ASCENT"
"24804","M14-682","Sep",2023,"MSL",NA,"Immunology","Phase 3","2026-04-28 00:00:00","Non-ASCENT"
"24805","M14-682","Nov",2023,"screens",NA,"Immunology","Phase 3","2026-04-28","Non-ASCENT"
"24806","M14-682","Nov",2023,"screens",NA,"Immunology","Phase 3","2026-04-28 00:00:00","Non-ASCENT"
"24807","M14-682","Nov",2023,"CRA",1,"Immunology","Phase 3","2026-04-28","Non-ASCENT"
"24808","M14-682","Nov",2023,"CRA",1,"Immunology","Phase 3","2026-04-28 00:00:00","Non-ASCENT"
"24809","M14-682","Nov",2023,"MSL",NA,"Immunology","Phase 3","2026-04-28","Non-ASCENT"
"24810","M14-682","Nov",2023,"MSL",NA,"Immunology","Phase 3","2026-04-28 00:00:00","Non-ASCENT"
"24811","M15-340","Nov",2022,"screens",NA,"Immunology","Phase 1","2024-06-21","Non-ASCENT"
"24812","M15-340","Nov",2022,"screens",NA,"Immunology","Phase 1","2024-06-21 00:00:00","Non-ASCENT"
"24813","M15-340","Nov",2022,"CRA",11,"Immunology","Phase 1","2024-06-21","Non-ASCENT"
"24814","M15-340","Nov",2022,"CRA",11,"Immunology","Phase 1","2024-06-21 00:00:00","Non-ASCENT"
"24815","M15-340","Nov",2022,"MSL",NA,"Immunology","Phase 1","2024-06-21","Non-ASCENT"
"24816","M15-340","Nov",2022,"MSL",NA,"Immunology","Phase 1","2024-06-21 00:00:00","Non-ASCENT"
"24817","M16-077","Feb",2023,"screens",NA,"Neuroscience","Phase 2","2024-07-19 00:00:00","Non-ASCENT"
"24818","M16-077","Feb",2023,"screens",NA,"Neuroscience","Phase 2","2024-07-19","Non-ASCENT"
"24819","M16-077","Feb",2023,"CRA",33,"Neuroscience","Phase 2","2024-07-19 00:00:00","Non-ASCENT"
"24820","M16-077","Feb",2023,"CRA",33,"Neuroscience","Phase 2","2024-07-19","Non-ASCENT"
"24821","M16-077","Feb",2023,"MSL",NA,"Neuroscience","Phase 2","2024-07-19 00:00:00","Non-ASCENT"
"24822","M16-077","Feb",2023,"MSL",NA,"Neuroscience","Phase 2","2024-07-19","Non-ASCENT"
"24823","M16-077","Nov",2023,"screens",NA,"Neuroscience","Phase 2","2024-07-19 00:00:00","Non-ASCENT"
"24824","M16-077","Nov",2023,"screens",NA,"Neuroscience","Phase 2","2024-07-19","Non-ASCENT"
"24825","M16-077","Nov",2023,"CRA",8,"Neuroscience","Phase 2","2024-07-19 00:00:00","Non-ASCENT"
"24826","M16-077","Nov",2023,"CRA",8,"Neuroscience","Phase 2","2024-07-19","Non-ASCENT"
"24827","M16-077","Nov",2023,"MSL",NA,"Neuroscience","Phase 2","2024-07-19 00:00:00","Non-ASCENT"
"24828","M16-077","Nov",2023,"MSL",NA,"Neuroscience","Phase 2","2024-07-19","Non-ASCENT"
"24829","M19-148","Jun",2023,"screens",NA,"Neuroscience","Phase 2","2023-05-25 00:00:00","Non-ASCENT"
"24830","M19-148","Jun",2023,"screens",NA,"Neuroscience","Phase 2","2023-05-25","Non-ASCENT"
"24831","M19-148","Jun",2023,"CRA",4,"Neuroscience","Phase 2","2023-05-25 00:00:00","Non-ASCENT"
"24832","M19-148","Jun",2023,"CRA",4,"Neuroscience","Phase 2","2023-05-25","Non-ASCENT"
"24833","M19-148","Jun",2023,"MSL",NA,"Neuroscience","Phase 2","2023-05-25 00:00:00","Non-ASCENT"
"24834","M19-148","Jun",2023,"MSL",NA,"Neuroscience","Phase 2","2023-05-25","Non-ASCENT"
"24835","M19-148","Jul",2023,"screens",NA,"Neuroscience","Phase 2","2023-05-25 00:00:00","Non-ASCENT"
"24836","M19-148","Jul",2023,"screens",NA,"Neuroscience","Phase 2","2023-05-25","Non-ASCENT"
"24837","M19-148","Jul",2023,"CRA",9,"Neuroscience","Phase 2","2023-05-25 00:00:00","Non-ASCENT"
"24838","M19-148","Jul",2023,"CRA",9,"Neuroscience","Phase 2","2023-05-25","Non-ASCENT"
"24839","M19-148","Jul",2023,"MSL",NA,"Neuroscience","Phase 2","2023-05-25 00:00:00","Non-ASCENT"
"24840","M19-148","Jul",2023,"MSL",NA,"Neuroscience","Phase 2","2023-05-25","Non-ASCENT"
"24841","M19-148","Aug",2023,"screens",NA,"Neuroscience","Phase 2","2023-05-25 00:00:00","Non-ASCENT"
"24842","M19-148","Aug",2023,"screens",NA,"Neuroscience","Phase 2","2023-05-25","Non-ASCENT"
"24843","M19-148","Aug",2023,"CRA",3,"Neuroscience","Phase 2","2023-05-25 00:00:00","Non-ASCENT"
"24844","M19-148","Aug",2023,"CRA",3,"Neuroscience","Phase 2","2023-05-25","Non-ASCENT"
"24845","M19-148","Aug",2023,"MSL",NA,"Neuroscience","Phase 2","2023-05-25 00:00:00","Non-ASCENT"
"24846","M19-148","Aug",2023,"MSL",NA,"Neuroscience","Phase 2","2023-05-25","Non-ASCENT"
"24847","M19-148","Sep",2023,"screens",NA,"Neuroscience","Phase 2","2023-05-25 00:00:00","Non-ASCENT"
"24848","M19-148","Sep",2023,"screens",NA,"Neuroscience","Phase 2","2023-05-25","Non-ASCENT"
"24849","M19-148","Sep",2023,"CRA",3,"Neuroscience","Phase 2","2023-05-25 00:00:00","Non-ASCENT"
"24850","M19-148","Sep",2023,"CRA",3,"Neuroscience","Phase 2","2023-05-25","Non-ASCENT"
"24851","M19-148","Sep",2023,"MSL",NA,"Neuroscience","Phase 2","2023-05-25 00:00:00","Non-ASCENT"
"24852","M19-148","Sep",2023,"MSL",NA,"Neuroscience","Phase 2","2023-05-25","Non-ASCENT"
